ID отзыва,Дата,Номенклатура,Количество звезд,Бренд,Текст отзыва,Имя,Регион,Цвет,Размер,Полезность (количество минусов),Полезность (количество плюсов)
4383,27/2/2021,Артикул 1705,5,Бренд 90,"Греет 35-48 градусов. То, что и было мне нужно. Запах от плёнки выветрился быстро.",Мария,RU,синий,0,0,4
4385,27/2/2021,Артикул 2846,5,Бренд 4,"Я просто балдею от ниток Луки. Такие сочные и перламутровые оттенки. В этот раз положили 2 иголки, очень приятно. Картина шикарная",Екатерина,RU,,0,0,2
4393,27/2/2021,Артикул 2852,5,Бренд 5,"Отличного качества набор, теперь только этой фирмы наборы буду заказывать. Я в восторге!!!",Екатерина,RU,белый,0,0,1
4395,27/2/2021,Артикул 894,5,Бренд 6,"Удобная схема,  всего хватило. Хороший набор.",Альбина,RU,голубой,0,0,0
4396,27/2/2021,Артикул 2670,5,Бренд 6,Пришло аккуратно упаковано. Весь комплект. Очень приятно работать.,Альбина,RU,голубой,0,0,0
4397,27/2/2021,Артикул 596,3,Бренд 11,"У меня набор был вскрыт. И пакет был потрёпанный. Это немного опечалило. Проверила, вроде все на месте. Но набор хороший",Наталья,BY,,0,0,0
4398,27/2/2021,Артикул 385,5,Бренд 22,"Спасибо, очень понравился станок. Удобно. Давно мечтала и вот решилась на приобретение. Инструкция понятная, все детали на месте, все упаковано. Попозже скрою ещё лаком. Спасибо производителю. Держатель для схем докупила отдельно.",Вера,KZ,,0,0,0
4401,27/2/2021,Артикул 2295,5,Бренд 4,Все отлично. Хорошие ниточки. Красивая картинка. Буду вышивать.,Валентина,RU,,0,0,1
4403,27/2/2021,Артикул 1755,4,Бренд 10,"Нить скользкая, тонкая, очень эластичная, приятная. НО лицевая гладь очень сильно косит( Подойдет только на араны либо фактурную вязку. И за счет слабой скрутки, петли, конечно, ровные не получаются, либо вязать на тонких спицах, что очень увеличивает расход (вязала на тройке). В изделии нить выглядит, как грубая овчина ручного прядения. Распускается хорошо, но очень быстро теряет форму, буквально сразу становится волнистой.  На любителя. Больше заказывать не буду.",Илона,BY,пшеничный,0,3,7
4406,27/2/2021,Артикул 1207,1,Бренд 2,"Очень неудобно ! Без обозначения, непонятно, можно сделать возврат?",Лариса,RU,белый,0,0,1
4409,26/2/2021,Артикул 2658,5,Бренд 4,"Сегодня получил в пункте выдачи этот набор.  Ничего не подозревая. Дома супруга сказала, что набор вскрыт и отсутствуют нити для вышивания",Максим,RU,,0,0,3
4410,26/2/2021,Артикул 217,5,Бренд 22,Станок суперский. Всё укомплектовано идеально. Спасибо производителю и WB. Рекомендую. Не пожалеете.,Анна,BY,,0,0,0
4413,26/2/2021,Артикул 2862,5,Бренд 10,"Заказом довольна, все точно, как в описании, 100% шерсть. Цвет как на фото. Ниточки мягкие, очень приятные на ощупь. Вязать пока не пробовала. Рекомендую!",Ольга,RU,оранжево-розовый,0,0,0
4418,26/2/2021,Артикул 1956,5,Бренд 17,"Все отлично, и  канва,и качество бисера. Работается с удовольствием.",Нина,RU,белый,0,0,0
4419,26/2/2021,Артикул 2718,5,Бренд 22,"Ожидала , что будут пяльцы в коробке, т.к.брала на подарок. Не распечатывала, но внешне выглядят нормально. Бук.",Ирина,RU,,0,0,1
4420,26/2/2021,Артикул 903,5,Бренд 22,"Отличный станок! Комплектация полная, все детали гладкие, собирается легко. За таким станком вышивать одно удовольствие!  Для меня этот производитель лучший среди товаров помощников для вышивания! Я очень довольна приобретением!",Наталья,RU,,0,0,0
4421,26/2/2021,Артикул 217,5,Бренд 22,Заказала маме! Она в восторге!!! Все детали упакованы хорошо! Все болты на месте!!! Обработка дерева просто шикарна! Собирается за минуту!!!! Отличный станок!!!!!,Наталья,KZ,,0,0,1
4423,26/2/2021,Артикул 1028,5,Бренд 4,"Всё замечательно! Набор укомплектован. Схема, иглы всё на месте. Красота необыкновенная. Хочется сразу приняться за работу. Спасибо.",Елена,RU,,0,0,0
4426,26/2/2021,Артикул 2867,5,Бренд 10,"Получила пряжу, цвет соответствует, все пришло запаковано, к доставке никаких претензий. Цвет как на первом фото, все зависит освещения наверное. Пряжа хорошая, после стирки мягкая, чуть-чуть покалывает, пахнет шерстью. Но конечно растянулась на 1,5-2 сантиметра, это надо учитывать, мне шапка стала чуть длинна, носки тоже подрастянулись, но не критично. Вообщем все устраивает, я довольна.",Елена,RU,"розовый, розовато-серый",0,0,12
4428,26/2/2021,Артикул 182,5,Бренд 2,"Всего хватило, ещё осталось.
Фото со вспышкой и без.",Юлия,RU,белый,0,0,0
4429,26/2/2021,Артикул 903,5,Бренд 22,"Станок хороший. Действительно все детали обработаны, гладкие, аккуратненькие . Собирается быстро. Единственное, надо привыкать после пялец к данному станку. Насчёт быстроты вышивания - однозначно быстрее, тк не тратишь время на пяльцы, чтобы их на другой фрагмент переставить. Я ещё докупила лупу с подсветкой и магнитные игольницы, которые выполняют 2 функции - держатель схемы и иголки. Спасибо.",Ирина,RU,,0,0,1
4431,26/2/2021,Артикул 1733,5,Бренд 6,"Давно искала такой набор для подарка.Радости нет предела!Теперь и себе куплю.Спасибо!Получила вовремя как и было указано в доставке, всё на месте. Советую.",Наталья,RU,голубой,0,0,1
4432,26/2/2021,Артикул 2412,5,Бренд 35,Все супер. Спасибо,Юлия,KZ,белый,0,1,0
4438,25/2/2021,Артикул 1346,5,Бренд 33,"Станок хороший, высокий и удобный. Из - нет креплений пластиковых, инструкция понятна мужчине, мне было тяжеловато собрать. И -доставки, коробка в непонятном состояние, открытая и все содержимое вверх дном. Это прям огромный минус!!!",Оксана,RU,бежевый,0,0,0
4440,25/2/2021,Артикул 2870,5,Бренд 17,"Картина пришла запакованная, бисер красивый. Когда вышью, поделюсь результатом.",Татьяна,RU,белый,0,0,0
4444,25/2/2021,Артикул 28,5,Бренд 10,"Отличный набор. Спицы легкие, острые. Рекомендую",Надежда,RU,коричневый,0,0,1
4448,25/2/2021,Артикул 2511,5,Бренд 3,Хорошая канва,Ульяна,RU,серо-голубой,0,0,1
4449,25/2/2021,Артикул 48,5,Бренд 22,Отличный станок! Все детали качественные. Собирается быстро. Очень довольна приобретением!,Ольга,RU,,0,1,3
4451,25/2/2021,Артикул 294,5,Бренд 3,"Понравилась, буду пробовать.",Светлана,RU,"молочный, серый",0,0,1
4453,25/2/2021,Артикул 257,5,Бренд 17,"Довольна покупкой, красота!",Олеся,RU,белый,0,0,2
4456,25/2/2021,Артикул 2878,5,Бренд 24,Цвет классный..но на фото не понятно..связала плед за вечер.,Елена,RU,мятный,0,0,4
4461,25/2/2021,Артикул 2882,5,Бренд 91,Отличная водолазка.,Руслан,RU,антрацитовый,xl,0,0
4462,24/2/2021,Артикул 2176,5,Бренд 16,"Прекрасная пряжа, добирала, не хватило на изделие, пришло все вовремя.",Нина,RU,"темно-серый, серый меланж",0,0,1
4464,24/2/2021,Артикул 520,5,Бренд 6,"Очень красивая икона, вышивала долго, но тщательно. Убрала коричневый бисер, заменила золотым.",Ирина,BY,серый,0,0,1
4465,24/2/2021,Артикул 2395,5,Бренд 10,Красивая пряжа и цвет,Яна,RU,пудровый,0,0,0
4466,24/2/2021,Артикул 2884,5,Бренд 18,Пряжа отличная! Свитер получился просто супер! Спасибо,Надежда,RU,темно-синий,0,0,0
4468,24/2/2021,Артикул 294,5,Бренд 3,"Шикарная ткань, полное соответствие",Татьяна,RU,"молочный, серый",0,0,0
4470,24/2/2021,Артикул 121,5,Бренд 22,"Очень хороший, ровный, гладкий собирается легко очень давольна покупкой",Кристина,RU,,0,0,0
4471,24/2/2021,Артикул 1243,5,Бренд 3,"Цвет и размер соответствуют, отрезано все очень ровненько.",Светлана,RU,слоновая кость,0,0,1
4473,24/2/2021,Артикул 562,5,Бренд 61,"Все пришло, отлично",Виктория,RU,прозрачный,0,0,0
4475,24/2/2021,Артикул 2889,5,Бренд 91,"Классные брюки, никаких ниток, швы ровные, сидят идеально, на рост 181 по мне чуть коротковаты, но сын в восторге, ему все нравится. И не классика, и не спорт. Спасибо производителю! Давно искали что-то подобное.",Людмила,RU,синий,s,0,0
4477,24/2/2021,Артикул 2517,5,Бренд 10,"Нить немного неоднородная. Распускать трудно. Вязала на спицах 2,0. После стирки пряжа раскрылась, стала мягкой и немного пушистой. Расцветка приятная, но для второго носка пришлось отматывать пряжу от мотка и искать необходимые цвета. Хорошо что было 3 шт.",анна,RU,"синий, коричневый, светло-синий, светло-коричневый",0,0,11
4479,24/2/2021,Артикул 290,4,Бренд 6,"Заменила ядовитые цвета облачения и белый перламутррвый фон заменила на тертый, получается, как на картинке",Людмила,RU,белый,0,0,3
4480,24/2/2021,Артикул 1048,3,Бренд 6,"Добрый день! Вы издеваетесь над людьми? Набор стоит почти 1300, хотя цена ему максимум 500₽, а вы даже леску для вышивания в состав набора положить не можете?? Мелочь, но очень не приятная!",Людмила,RU,белый,0,0,0
4481,24/2/2021,Артикул 752,3,Бренд 90,"Брала на работу, через обувь обогрев бесполезен. Как мерзли ноги, так и мёрзнут. Босиком ещё хоть как-то. Для меня оказалась бесполезная вещь. Написано, что можно использовать для сушки обуви, но температута такая,что обувь будет сохнуть недели 2, а то и больше. Разочарована. Была бы температура побольше.",Ирина,RU,,0,0,1
4482,24/2/2021,Артикул 1005,5,Бренд 16,"Здравствуйте, покупала четыре мотка пряжи ""Seam Boom"" , цвет № 35581. Связался вот такой комплект ,ушло полностью четыре мотка. Пряжа в работе отличная- мягкая, вяжется легко, спицы-3,5- 4,0 мм, в одну нить. Спасибо !",Галина,KZ,"розовый, серый, бордовый",0,0,21
4488,23/2/2021,Артикул 2896,3,Бренд 35,"В наборе не те звездочки, там нужно на звездочки пришивать бусины и на одной на лепестки. А в эти лепестки нереально вставить бусины.((( даже не знаю что делать. Нет отверстий. И они не похожи на те что на фото. Растроена.",Юлия,RU,белый,0,1,1
4489,23/2/2021,Артикул 2351,4,Бренд 10,"Связала из пряжи свитер собаке и варежки
Могу сказать, что резинку держит хорошо, гладь при интенсивной носке растягиваеься, немного деформируется. Для шерсти не очень колючая. Иногда встречались уплотнения в нити. Но больше не понравилось, что нить слоиться и распадается при вязании, при отпускании обратно не скручивается",мария,RU,"светло-серый, серый",0,1,14
4490,23/2/2021,Артикул 1638,5,Бренд 18,"Отличные ниточки, вязала крестильный набор на девочку 3 месяца крючком 1, вязать удобно, ниточка не пушится, не крутится. Вязать одно удовольствие.",Елена,RU,белый,0,0,0
4494,23/2/2021,Артикул 2899,5,Бренд 10,"Пряжа шикарная, брала на носочки моим мужчинам. На две пары ушло 2,5 мотка на спицах 2,5. Муж в восторге, получились не толстые и очень тёплые как и хотел. А цвет просто бомба 💣 эти плавные переходы очень порадовали.",Светлана,RU,"серо-синий, темно-серый",0,0,8
4495,23/2/2021,Артикул 2062,5,Бренд 18,"Хорошие, приятные в работе нитки",Ирина,RU,белый,0,0,0
4498,23/2/2021,Артикул 354,5,Бренд 61,Хорошие баночки. Но 2 шт с трещинами. И одна крышка совсем разбита. Доставка совсем не беспокоится о товаре.,Юлия,RU,прозрачный,0,0,1
4499,23/2/2021,Артикул 443,5,Бренд 33,Товар в хорошем состоянии. Заказала маме на подарок.,Виктория,RU,бежевый,0,0,0
4500,23/2/2021,Артикул 752,5,Бренд 90,"Хороший коврик. В пункте выдачи уже перепугалась, что не нагревается, так как нужен срочно, но переставила там в другую розетку и начал греться. А дооома вообще прекрасно, для новорождённых щенков 🐶 отлично!",Елена,RU,,0,0,0
4501,23/2/2021,Артикул 698,5,Бренд 6,Красиво проучилось,елена,BY,белый,0,0,1
4502,23/2/2021,Артикул 2902,5,Бренд 24,"Отличная ,мягкая пряжа.Очень яркий цвет .Всем советую",Татьяна,RU,красный,0,0,1
4503,23/2/2021,Артикул 2141,3,Бренд 2,"Комплект полный, но есть минусы! Рисунок на канве отличается от рисунка на бумаге. Цвета бисера можно легко перепутать, то ли это серебро, то ли бледный голубой. Всего один цвет бисера промаркирован на бумажке, остальные коды на самих пакетах. Пока разглядишь глаза сломаешь. Нет пометки A, B, D, это путает. Игла сломалась пополам через час работы! Производитель, пожалуйста, маркируйте бисер ключом на пакетиках (002A, 021 D) на бумаге, как это сделали с одним цветом. Вам не сложно, нам удобно.",Марина,RU,белый,0,0,1
4505,23/2/2021,Артикул 1516,5,Бренд 61,"Отличные баночки, все приехало в целости",Нургуль,KZ,прозрачный,0,0,0
4506,23/2/2021,Артикул 2904,5,Бренд 10,Отличная пряжа за такую цену.,Галина,RU,сиреневый,0,0,0
4507,23/2/2021,Артикул 447,5,Бренд 11,"Начала вышивать этот набор, все -прекрасно. Спасибо производителю за такое удовольствие-канва, нитки, иглы замечательные и даже нитевдеватель есть. Это второй набор от этого производителя, который я вышиваю и могу сказать, что он у меня любимый",Марина,RU,,0,0,5
4511,22/2/2021,Артикул 1415,5,Бренд 3,Цвет белый. Отличное качество. Лёгкая ткань. Отрез с точностью до сантиметра.,Светлана,RU,белый,0,0,3
4514,22/2/2021,Артикул 1243,5,Бренд 3,Отличная равномерка.,Юлия,RU,слоновая кость,0,0,1
4515,22/2/2021,Артикул 385,5,Бренд 22,"Станок отличный! Все детали в наличии, обработаны аккуратно, сборка простая. Пяльца фиксируются хорошо, не крутятся. Для поворота нужно немного ослабить винт. При вышивании нужно приноровиться, но потом все отлично.",Анастасия,RU,,0,0,0
4516,22/2/2021,Артикул 419,5,Бренд 22,"Изначально заказывала с рамой  35х48. Но к сожалению с доставкой просто беда. Так и не дождалась пока отправят -в итоге товар и вовсе отсутствовал на складе пришлось заказ отменять и снова заказывать, но уже этот станок. Что по качеству - Оно отличное. Единственное омрачает покупку, попалось две правых ноги  - символика Арабески, буковка ""А"" На обеих ножках набита с одной стороны. Это конечно не критично и на работу не влияет, но чисто эстетически не очень. Хочется пожелать производителю быть более внимательным при комплектации товара. Товар ко мне пришел хорошо упакованным в фирменную упаковку. До меня никто не вскрывал коробку, т.к. Она была проклеена прозрачным скотчем и следы вскрытия отсутствовали.
Специально сфотографировала размер верхней планки, ранее для себя искала эту информацию, но к сожалению не нашла. Надеюсь кому-то пригодится, чтобы понять какой размер заказывать. Оговорюсь сразу, что рама 30х48 крепится на предпоследний паз, т.е. можно приобрести раму большего размера.",Надежда,RU,,0,0,1
4519,22/2/2021,Артикул 2585,1,Бренд 21,"Пришёл один моток вместо 8, очень растроена",Катерина,RU,"светло-розовый, розово-коричневый",0,1,0
4522,22/2/2021,Артикул 235,5,Бренд 2,Спасибо большое за прекрасный набор! Как только увидела его в WILDBERRIES решила заказать. Всё как в описании. Упаковка пришла целая.,Евгения,RU,"_check"":fa",0,1,0
4523,22/2/2021,Артикул 2583,5,Бренд 10,Отличное качество!,Сергей,RU,лавандово-розовый,0,0,0
4526,22/2/2021,Артикул 1766,5,Бренд 5,"Набор хороший. Бисер красивый. Ткань плотная, вышивать очень сложно. Но ради такой красоты стоило потрудиться.",Марина,RU,белый,0,0,1
4527,22/2/2021,Артикул 2904,3,Бренд 10,Ориентировалась на сиреневый в дропс Эйр.  Цвет этой пряжи оказался намного более серым. Серо- сиреневый. Как грязный.,марина,RU,сиреневый,0,0,0
4529,21/2/2021,Артикул 2914,5,Бренд 18,"Спасибо производителю за качественную пряжу. Ещё обратила внимание, что несколько лет назад в упаковке было 10 мотков, а теперь 8... Жаль, что уменьшили количество мотков в упаковке. Когда заказывала, то не обратила на это внимание, а когда пришла упаковка, то поняла, что теперь мотков 8 штук. Но мне хватит на изделие, поэтому не особо расстроилась. В сравнении с ценой в обычном магазине в моем городе, то могу сказать, что покупка в Вайлдберриз оказалась мне выгоднее на 230 руб.",Елена,RU,бордовый,0,0,1
4530,21/2/2021,Артикул 1286,5,Бренд 17,Классный набор. Вышивать одно удовольствие. Бисер ровный. Картина получилась яркая,Наталья,RU,белый,0,0,5
4532,21/2/2021,Артикул 2915,4,Бренд 10,"Молочный цвет не как на картинке, а скорее светло бежевый. Или мне просто другой цвет пришел?",Наталья,RU,молочный,0,2,0
4533,21/2/2021,Артикул 2878,5,Бренд 24,Некоторые петельки были как лысые. А так получился вот такой плед. Цвет очень красивый,Олия,RU,мятный,0,0,2
4534,21/2/2021,Артикул 2916,5,Бренд 2,Картина супер! Рекомендую! Бисера хватило на всё.,Оксана,RU,белый,0,0,0
4538,21/2/2021,Артикул 301,3,Бренд 88,Пришёл не тот размер,Анна,RU,черный,5xl,0,0
4539,21/2/2021,Артикул 2920,2,Бренд 10,"пришел один моток пряжи вместо трех, прошу дослать недостающие два, не думала, что такое возможно.",Юлия,RU,сливовый,0,1,1
4541,21/2/2021,Артикул 1472,5,Бренд 8,"Спасибо большое, рекомендую!",Людмила,RU,белый,0,0,0
4543,21/2/2021,Артикул 674,5,Бренд 90,Все отлично,Олег,RU,,0,0,0
4545,21/2/2021,Артикул 697,5,Бренд 56,"Очень понравился скребок. Тонкий и приятный на ощупь, форма удобная. Упакован в бархатный мешочек.",Эльвира,RU,серебристый,0,0,1
4547,20/2/2021,Артикул 1470,5,Бренд 2,"Шикарный набор, красивая икона. Вышила за три вечера. Одного бисера не хватило 4 штучки. Заменила. Остальные остались. Рамка в наборе, не надо думать , как оформить. Хочу купить ещё. Цена здесь очень хорошая.",Наталья,RU,белый,0,0,0
4555,20/2/2021,Артикул 2670,5,Бренд 6,"Не первая вышивка этой фирмы, мне понравилось вышивать,спасибо производителю",Валерия,BY,голубой,0,0,0
4556,20/2/2021,Артикул 1517,1,Бренд 4,"Заказали набор, пришёл в порванной упаковке, из 48 цветов ниток в наличии оказалось  только 12... Где остальные?",Ольга,BY,,0,1,1
4557,20/2/2021,Артикул 1062,5,Бренд 2,Супер вышивка. Очень понравилось вышивать на перфорации. Часы с очень тихим ходом. Советую.,Наталья,RU,белый,0,0,1
4560,20/2/2021,Артикул 2371,5,Бренд 6,"Спасибо большое за набор,очень красиво получилось",Галина,RU,коричневый,0,0,2
4562,19/2/2021,Артикул 1093,5,Бренд 88,"Купила мужу в подарок, подарила чуть раньше праздника - побоялась,что не подойдёт по размеру ,чтобы успеть заказать другой. Но все мои опасения были  напрасны - поло подошло и по размеру, и по цвету мужу понравилось,кстати цвет далеко не хаки, просто красивый зелёный! Спасибо производителю за качественный товар и магазину WB за возможность его приобретения. Рекомендую к покупке однозначно. ))",Алла,RU,хаки,5xl,0,1
4563,19/2/2021,Артикул 2621,5,Бренд 2,"Вышилась за 4 дня. Бисера хватило. Впервые вышивала на пластиковой основе. Понравилось. По своему желанию заменила бисер в короне и кресте. Бисер в кресте используется такой же, как в фоне, мне показалось, что немного сливается, решила заменить. На перфорированной основе есть линии-ориентиры для каждого цвета. Плюс схема на А4 с ключом и инструкция. Набор приходит с вставленной в раму заготовкой. Для меня самым сложным во всей работе было вытащить основу не повредив. Очень надеюсь на появление других икон в этой серии.",Анастасия,RU,белый,0,0,0
4564,19/2/2021,Артикул 2840,5,Бренд 10,Хорошая пряжа (визуально). Не совсем подошла мне по цвету. Поэтому - возврат.,Ольга,RU,серый меланж,0,2,0
4565,19/2/2021,Артикул 2902,2,Бренд 24,"пряжа плохая, полулысая",Ани,BY,красный,0,0,1
4567,19/2/2021,Артикул 1542,5,Бренд 53,"Какой же красивый бисер в наборе! В комплекте все на месте, хватит ли бисера пока тоже не понятно. Но я его обожаю. Цена на ВБ вообще порадовала, спасибо.",Екатерина,RU,белый,0,0,1
4569,19/2/2021,Артикул 2374,5,Бренд 2,"Замечательный набор!
Результат потрясающий. Вышивается легко, всё понятно даже для тех кто никогда не вышивал (например я вышивала бисером первый раз в жизни).
Самое приятное что рамочка идёт в комплекте, вышил и сразу оформил.
В самом конце сломалась игла, пришлось покупать иглу для бисера, так как у меня таких игл нет. В идеале класть в набор запасную на такой случай, но это вопросы к производителю.
Впрочем это нисколько не омрачило впечатлений от этого набора.
Покупайте, вышиваете! Результат вас не разочарует!",Анастасия,RU,белый,0,0,0
4571,19/2/2021,Артикул 903,5,Бренд 22,Отлично. Очень удобно вышивать.,Наталья,RU,,0,0,0
4572,19/2/2021,Артикул 1187,5,Бренд 4,"Это шикарно ,божественно красивые нити ,канва ,восторг !!! Спасибо огромное )",Анна,RU,,0,0,5
4573,19/2/2021,Артикул 2574,5,Бренд 5,Вот такая красота получилась ,Светлана,RU,белый,0,0,0
4575,19/2/2021,Артикул 179,1,Бренд 22,"Очень не удобно.Тяжелая,большая конструкция .Жалко выброшенных денег.Пользоваться не могу",Ольга,RU,,0,11,0
4576,19/2/2021,Артикул 2182,5,Бренд 2,"Заказ пришел быстро за на второй день! Упаковка целая! Набор очень хороший, мне понравился, а качество ниток просто изумительное!",Диана,RU,белый,0,0,0
4577,19/2/2021,Артикул 1415,5,Бренд 3,"Первый раз решила вышивать на равномерке и рада, своему выбору! Все ровно получается! Спасибо.)",Алёна,RU,белый,0,0,8
4579,19/2/2021,Артикул 2091,5,Бренд 6,Очень красивая икона!,Елена,RU,синий,0,0,1
4582,19/2/2021,Артикул 1188,1,Бренд 9,"Прислали не тот цвет, почему берете некомпетентных сортировщиков.",Людмила,RU,светло-бежевый,0,0,0
4583,19/2/2021,Артикул 1589,5,Бренд 24,"Хорошая пряжа, думала будет чуть мягче чем на самом деле.",Дарья,RU,белый,0,0,1
4585,19/2/2021,Артикул 2649,3,Бренд 18,Пришло 9 мотков вместо 10 в жёлтом цвете. Отказ!,Екатерина,RU,желтый,0,0,0
4588,19/2/2021,Артикул 269,5,Бренд 11,Все отлично. Пришло вовремя. Любимой понравилось.,Александр,RU,,0,0,0
4589,19/2/2021,Артикул 2939,2,Бренд 2,"Здравствуйте. Хотела оставить отзыв после окончании работы, но сталкнувшись с непонятностью ключа хочу обратиться к производителю: При составлении ключа, прошу, указывать все цвета согласно символам. Четыре цвета не указаны совсем. Жесть... жаль, что работа не будет закончена. Настрой пропал совсем.",Татьяна,RU,белый,0,0,0
4592,19/2/2021,Артикул 444,5,Бренд 33,"Пришёл в целости, рамка большая. Брала для алмазной мозаики, все хорошо, но к ней надо привыкнуть или делать за столом пониже. А так все хорошо. Мне нравится. Рекомендую.",Светлана,RU,,0,0,1
4593,19/2/2021,Артикул 2086,5,Бренд 11,Пришло все запечатанное в идеале. Буду начинать эту красуту творить.,Ольга,RU,,0,1,0
4595,19/2/2021,Артикул 2943,5,Бренд 2,"Получила быстро, внешне очень достойно, дополню после вышивания",Нина,RU,белый,0,0,0
4598,19/2/2021,Артикул 2041,5,Бренд 24,"Взяла на пробу, начала с маленького пледа для бабушки.
Вязала плетенкой  120х120 ( 70 петель) ушло 9 мотков ( заказала здесь 5 и в другом магазине 4, т.к. здесь уже не было )",Лидия,RU,серо-голубой,0,0,4
4600,18/2/2021,Артикул 2946,4,Бренд 2,"Отличный набор, только игла сломалась в руках практически в самом начале, хорошо что нашлась от других наборов. Хотелось бы попрочнее иголку или запасную☺",Ольга,RU,белый,0,0,0
4604,18/2/2021,Артикул 2948,5,Бренд 18,"Нитки очень хорошие. Брала до этого фиалковый цвет на шаль для себя. Шаль вышла отличная, очень легкая, ажурная и теплая. Вязать их было одно удовольствие! Теперь взяла голубые на шаль для подруги. Спасибо!",Оксана,RU,голубой,0,0,0
4606,18/2/2021,Артикул 615,5,Бренд 33,"Спасибо, станок очень понравился, правда рама маловата оказалась под мою работу, буду заказывать рамы побольше.",Юлия,RU,бежевый,0,0,3
4609,18/2/2021,Артикул 1224,5,Бренд 23,Мои любимые ниточки. Цвет очень красивый. Спасибо за приятную цену.,Светлана,RU,"красный, алый",0,0,1
4611,18/2/2021,Артикул 815,5,Бренд 18,Хорошие ниточки.,Наталья,BY,морская волна,0,1,0
4612,18/2/2021,Артикул 2952,5,Бренд 24,"Получила пряжу, очень приятная, шерсть чувствуется, цвет не такой, как на фото, но мне нравится больше. Столько положительных эмоций испорчено- вытащили один моток и теперь на задуманый джемпер мне не хватит пряжи. Набор оставила- забирала подруга, я борюсь с кароновирусом и нахожусь в изоляции.   Уважаемое руководство магазина! Обратите внимание, компания терпит убытки, имидж подорван, клиенты уходят... Вы теряете гораздо больше меня. ",Ирина,RU,светло-голубой,0,0,0
4615,18/2/2021,Артикул 1961,5,Бренд 10,"Пряжа пришла,все норм.",Юлия,RU,красный,0,1,0
4616,18/2/2021,Артикул 2047,5,Бренд 10,"Чудесная пряжа, цвет лучше чем на фото",Екатерина,RU,фуксия,0,0,0
4620,18/2/2021,Артикул 347,5,Бренд 56,"Пришел серый мешочек в открытом целофановом пакетике и внутри пусто. Первый скребок заказывала из камня, приходил в коробочке, а тут все раскрыто, очень расстроилась",Наталья,RU,серебристый,0,0,0
4621,18/2/2021,Артикул 320,5,Бренд 22,"Какой же он классный! Прекрасное качество. Все детали на месте. Заказала в подарок маме, но решила свою вышивку закрепить. Теперь буду себе заказывать с рамой побольше. Очень облегчает работу.",Светлана,RU,,0,0,2
4622,18/2/2021,Артикул 2009,1,Бренд 91,Роба? Нет! Роба выглядит намного приличней. Снимите это тряпье с производства. Как вам не стыдно торговать таким товаром. Не заказывайте эту куртку! Товар из разряда ожидание & реальность. Полное несоответствие фото,Ольга,RU,хаки,xl,1,2
4623,18/2/2021,Артикул 2186,5,Бренд 2,Замечательный набор,Екатерина,RU,белый,0,0,1
4629,17/2/2021,Артикул 2961,3,Бренд 11,"Решила написать вот почему. Комплектация супер. Схема большая,  черно белая, нитковдеватель!!!, ниточки намотаны, все хорошо. Но!!!!! Балерина темнокожая!!! Очень. Я вышивальщица со стажем, но первый раз так сильно отличаются цвета на фото и в реале.",Наталья,RU,,0,4,3
4634,17/2/2021,Артикул 1243,5,Бренд 3,"Купила цвет слоновая кость, отличная основа для любого дизайна. Всё нравится, соответствует описанию.",Оксана,BY,слоновая кость,0,0,2
4639,17/2/2021,Артикул 378,5,Бренд 33,"Хороший станок. Скллов нет. Хорошо отшлифован. Инструкция понятная. Собрала сама, минут за 10))",Екатерина,RU,бежевый,0,0,0
4640,17/2/2021,Артикул 768,5,Бренд 2,"Необычно было, что фоном является глянцевый картон с перфорацией, но работа получается очень красивой, плюс-не заморачиваться с рамочкой",Татьяна,RU,белый,0,0,2
4641,17/2/2021,Артикул 2968,1,Бренд 16,"Оценить не удалось, т.к. пришла молочного цвета",Татьяна,RU,"желтый, светло-зеленый",0,1,0
4643,17/2/2021,Артикул 2969,5,Бренд 7,Замечательный набор. Прекрасная цена,Наталья,RU,"белый, зеленый, красный",0,0,0
4649,17/2/2021,Артикул 1694,4,Бренд 8,"Понравилось качество основы для вышивки. Сняла звезду за иглы, действительно все три сломались практически сразу. И не хватило одного из цветов бисера",Галина,RU,белый,0,0,3
4653,16/2/2021,Артикул 1178,5,Бренд 4,"Этот великолепный набор пришел в полной комплектации, аккуратно упакованный. В наличии разлинованная канва, нитки прекрасного качества, иголка и черно-белая схема с крупными символами, а также инструкция и гарантийный талон.",Светлана,RU,,0,0,2
4656,16/2/2021,Артикул 2299,1,Бренд 53,"Заказали один набор, а пришел другой, придется теперь возвращать...",Александр,BY,белый,0,0,0
4659,16/2/2021,Артикул 89,5,Бренд 33,"Очень довольна покупкой, давно искала раму такого большого размера.",Ирина,RU,,0,0,0
4660,16/2/2021,Артикул 1079,5,Бренд 61,Все коробочки пришли целые. Закрываются герметично. Использовала для фасовки и заморозки икры.,Мария,RU,прозрачный,0,0,1
4663,16/2/2021,Артикул 1472,5,Бренд 8,"Спасибо огромное!Прекрасный набор!Это моя первая работа,я получила массу удовольствия!Теперь это мое хобби,а я ваша постоянная покупательница.",Екатерина,RU,белый,0,1,0
4667,16/2/2021,Артикул 2314,5,Бренд 4,"Набор пришёл за 3дня. Всё просто супер . Лука с , всегда на высоте. Всемирный и очень известный брэнд. Ну и конечно 57 цветов! Люблю проработанные картины.и чем сложнее ,тем шедевральнее.первый раз брала на валберисе .чаще на озоне , но в этот раз скидки в этом магазине именно на этот набор был дешевле . И он мой , урррра !теперь за работу !😋
.",Людмила,RU,,0,0,3
